,nodeid1,nodeid2
94033,127551,30842
94034,5076,67232
94035,92748,87029
94036,126318,102232
94037,124258,35818
94038,53777,41435
94039,129338,104243
94040,110394,11556
94041,62929,93323
94042,90796,91977
94043,130826,50163
94044,32023,62539
94045,58661,16008
94046,127676,37179
94047,144792,4152
94048,137238,140068
94049,115673,128982
94050,90724,60231
94051,118316,82316
94052,36582,22272
94053,46028,43318
94054,143095,36556
94055,114751,32551
94056,117395,118084
94057,89592,77549
94058,93040,111520
94059,90665,24221
94060,137760,7112
94061,17781,99967
94062,115188,119143
94063,96178,17275
94064,28711,6275
94065,35973,142891
94066,122670,103603
94067,139585,137927
94068,42238,131303
94069,61570,105196
94070,45908,110866
94071,27833,58034
94072,68298,135454
94073,142273,142273
94074,74038,18239
94075,67214,86834
94076,81620,22153
94077,133842,44088
94078,9517,77987
94079,13539,112757
94080,128728,99950
94081,123029,55600
94082,36772,81923
94083,132578,39121
94084,21147,101965
94085,124504,117482
94086,38810,131648
94087,79482,36826
94088,66087,110147
94089,24475,123346
94090,75989,67294
94091,128461,28685
94092,40584,52997
94093,38976,143251
94094,42790,59943
94095,10456,47443
94096,135297,21267
94097,13010,133650
94098,95112,126298
94099,25459,112278
94100,118251,141695
94101,139556,132941
94102,138414,59366
94103,74363,116748
94104,76768,144091
94105,79404,45585
94106,138712,92493
94107,127135,49517
94108,33968,114837
94109,102543,76308
94110,69231,144457
94111,82060,76958
94112,14755,111093
94113,49660,34515
94114,76648,119227
94115,86553,130035
94116,12306,80093
94117,132978,97146
94118,108101,66630
94119,38628,80937
94120,15202,99243
94121,102010,685
94122,114452,90386
94123,128461,61508
94124,92825,18343
94125,44121,51008
94126,39411,62640
94127,99321,62979
94128,126945,140354
94129,49226,62983
94130,36835,96452
94131,130749,33820
94132,134469,20600
94133,128371,54048
94134,24407,82168
94135,96185,70557
94136,126652,81923
94137,32495,127696
94138,89575,31034
94139,79402,132926
94140,117800,74340
94141,27410,43896
94142,125613,61222
94143,60993,9639
94144,52293,80217
94145,67440,101731
94146,205,89941
94147,119115,64584
94148,100978,22632
94149,100201,7861
94150,77876,45567
94151,117442,5335
94152,85148,4984
94153,17861,77055
94154,122017,123406
94155,66495,81126
94156,73809,33735
94157,69078,136758
94158,115977,91913
94159,67955,89910
94160,40154,32314
94161,8477,45569
94162,14235,105649
94163,111973,87034
94164,93113,12464
94165,98147,43852
94166,133775,34345
94167,56618,89918
94168,105842,29790
94169,71957,73192
94170,109597,8925
94171,98473,109987
94172,29931,37582
94173,135854,5254
94174,84918,95155
94175,124391,48816
94176,120355,86607
94177,86898,48454
94178,46153,23120
94179,28111,141564
94180,74134,102763
94181,139488,133648
94182,793,27975
94183,79918,121875
94184,73798,82561
94185,9615,126614
94186,141845,81668
94187,38857,90791
94188,60438,34849
94189,65673,76748
94190,63486,97189
94191,101098,42936
94192,31442,89817
94193,108648,62418
94194,29322,45640
94195,75900,99554
94196,3971,128430
94197,56200,115424
94198,5266,10919
94199,110018,102777
94200,114899,24476
94201,133031,44513
94202,15357,36743
94203,138894,109034
94204,15906,27638
94205,104678,27692
94206,15315,32054
94207,54883,29688
94208,22316,24777
94209,131744,63576
94210,132986,64860
94211,19519,62793
94212,125481,96099
94213,73762,5941
94214,121873,132831
94215,137709,106417
94216,80695,28011
94217,36125,128388
94218,79603,121482
94219,47263,36393
94220,25802,79641
94221,124129,80292
94222,66398,75626
94223,27486,103300
94224,40538,92354
94225,9329,1912
94226,144131,8731
94227,95837,42166
94228,91681,50709
94229,81528,74998
94230,116826,55671
94231,126129,83598
94232,81392,101840
94233,19297,141950
94234,78070,99333
94235,57285,64682
94236,135639,140505
94237,32198,34510
94238,80529,83376
94239,517,92052
94240,132988,139975
94241,14960,4848
94242,13733,11704
94243,80017,631
94244,49980,25308
94245,126451,5141
94246,83582,77462
94247,27819,71178
94248,40351,29649
94249,136616,52951
94250,1999,110052
94251,21042,76613
94252,41347,104140
94253,74448,31647
94254,122945,90117
94255,94736,73384
94256,62496,132679
94257,59723,64296
94258,33000,60976
94259,92042,117766
94260,138888,91424
94261,73123,93561
94262,132815,2680
94263,98816,76327
94264,46775,75134
94265,83670,12329
94266,11706,118097
94267,13094,26537
94268,6099,122058
94269,65134,133641
94270,22617,79157
94271,38234,9185
94272,127972,16685
94273,75309,39708
94274,144984,55339
94275,5854,19996
94276,108391,140967
94277,31503,113779
94278,133661,76763
94279,126968,24698
94280,23285,59785
94281,81556,67858
94282,37787,143565
94283,95922,51413
94284,135694,142632
94285,101637,48991
94286,113870,26374
94287,65224,67040
94288,64898,68141
94289,21102,67329
94290,135853,107813
94291,139040,38407
94292,144159,88416
94293,140814,96133
94294,32989,77221
94295,32887,24846
94296,122312,22946
94297,120503,120503
94298,42366,110141
94299,128370,13893
94300,30626,112454
94301,31732,49397
94302,11892,112258
94303,560,58182
94304,10790,117208
94305,127041,144895
94306,56168,130242
94307,104431,123909
94308,93309,29949
94309,103355,38854
94310,59483,84743
94311,120052,73552
94312,118843,43501
94313,44594,102052
94314,5315,91940
94315,11654,109061
94316,142637,113656
94317,3627,24663
94318,60615,68491
94319,119066,65438
94320,77586,16253
94321,58349,136766
94322,142746,71754
94323,15486,108471
94324,51619,36225
94325,139741,69443
94326,25690,10396
94327,27271,86542
94328,92941,66097
94329,31512,123515
94330,101979,139739
94331,1696,133034
94332,91146,105551
94333,83324,32519
94334,29013,121596
94335,46150,142517
94336,8837,131464
94337,62250,88479
94338,104678,111803
94339,35064,25116
94340,42768,58371
94341,68167,91779
94342,35424,56200
94343,21023,41680
94344,75038,143290
94345,17198,100259
94346,53950,120303
94347,8212,97754
94348,103931,33163
94349,64936,84106
94350,73972,58434
94351,103848,39469
94352,26767,87029
94353,141967,45018
94354,8072,127659
94355,47919,118618
94356,135307,91741
94357,36657,53081
94358,90965,109029
94359,21626,82159
94360,57804,24801
94361,70187,98343
94362,33601,98345
94363,80697,47966
94364,35813,103763
94365,92228,31417
94366,90057,14362
94367,73911,36337
94368,93078,13932
94369,141549,3965
94370,31472,110529
94371,101123,76944
94372,128710,19224
94373,20215,17638
94374,116690,18394
94375,136197,129062
94376,58665,5495
94377,82263,34114
94378,144456,44876
94379,83213,64662
94380,39899,72443
94381,100220,122105
94382,37806,10279
94383,67318,136021
94384,102381,47713
94385,64059,93732
94386,46669,31006
94387,78689,96972
94388,12734,78558
94389,76949,136993
94390,100899,39825
94391,43741,109741
94392,109220,53897
94393,85178,105272
94394,7998,88217
94395,92285,99292
94396,63346,22030
94397,56353,58492
94398,110394,59258
94399,36933,72432
94400,53935,131727
94401,45036,90119
94402,107280,46205
94403,37943,132346
94404,66094,26465
94405,14379,72588
94406,87470,6691
94407,17795,96904
94408,130800,123395
94409,100891,38901
94410,74051,70041
94411,62094,137846
94412,29391,40415
94413,5861,6762
94414,94552,53187
94415,53430,89243
94416,47314,80098
94417,49242,117855
94418,66369,62191
94419,116691,50399
94420,24118,96364
94421,123240,110158
94422,67104,57730
94423,48240,144201
94424,25348,107765
94425,59122,7149
94426,84691,1681
94427,59363,49884
94428,133764,15767
94429,28917,87857
94430,134119,42584
94431,70847,83005
94432,138658,94739
94433,140149,33862
94434,99342,19251
94435,115214,144287
94436,143031,12874
94437,60087,24124
94438,103820,46303
94439,52176,135265
94440,47717,102149
94441,28827,117237
94442,87153,106675
94443,116065,103056
94444,127302,69958
94445,14960,133537
94446,98382,87518
94447,55877,129352
94448,19505,67215
94449,128624,23784
94450,59075,126700
94451,141381,100996
94452,48677,68939
94453,66240,89639
94454,14328,95602
94455,81895,75279
94456,80128,142518
94457,73662,53062
94458,14418,3949
94459,100818,107521
94460,54562,135664
94461,67526,49994
94462,73806,105064
94463,69845,144113
94464,44148,18743
94465,113951,66377
94466,138368,66326
94467,110630,142724
94468,110673,70272
94469,24892,95288
94470,17362,65839
94471,143801,42352
94472,79965,99142
94473,6027,130185
94474,98132,31073
94475,39474,120268
94476,70944,113703
94477,38400,82610
94478,121009,143198
94479,129158,135884
94480,93437,143076
94481,63113,119686
94482,69776,114014
94483,54011,139080
94484,27078,118972
94485,43524,118654
94486,31778,109081
94487,27508,104537
94488,5994,99271
94489,7159,139049
94490,45420,32967
94491,134760,138609
94492,5937,138054
94493,130519,105507
94494,11891,17300
94495,3736,124230
94496,118378,17629
94497,28215,62573
94498,77115,139958
94499,134873,5489
94500,46317,33379
94501,5602,103471
94502,36281,89259
94503,93246,50247
94504,141517,134286
94505,8520,106892
94506,9150,6893
94507,21292,34150
94508,77257,61707
94509,8271,1314
94510,117758,70520
94511,115624,5445
94512,136793,8097
94513,68723,144658
94514,125325,121983
94515,5064,84737
94516,51349,125027
94517,126098,40352
94518,87599,43838
94519,45556,82088
94520,1007,117739
94521,29461,32485
94522,24431,9895
94523,91024,136075
94524,31617,2724
94525,48004,143605
94526,139556,78403
94527,31378,37385
94528,128236,10029
94529,126158,141253
94530,51456,144590
94531,98314,20941
94532,3073,143852
94533,143824,43660
94534,75141,27513
94535,56255,71919
94536,24520,1702
94537,74939,77944
94538,25370,92645
94539,37743,102266
94540,44249,42270
94541,86544,18703
94542,93070,124723
94543,1580,136507
94544,40129,43983
94545,13327,9811
94546,126950,104562
94547,72082,108604
94548,75774,18798
94549,81265,23267
94550,124132,29372
94551,102123,90313
94552,19425,38564
94553,70589,70003
94554,69613,53450
94555,36148,42756
94556,66,141135
94557,31902,31174
94558,13347,110068
94559,118271,122280
94560,75077,70493
94561,65079,108246
94562,86401,111200
94563,124135,72119
94564,10689,71963
94565,98600,68626
94566,41389,111728
94567,116184,84595
94568,83870,19191
94569,89736,125989
94570,9937,140997
94571,45954,139534
94572,140097,117334
94573,66864,49376
94574,47415,21662
94575,83870,10647
94576,12358,130424
94577,80509,96517
94578,91618,26846
94579,46358,91413
94580,5809,131654
94581,115873,91934
94582,25211,103218
94583,45423,76221
94584,107603,29404
94585,15644,90611
94586,82944,87966
94587,62893,14944
94588,134306,73699
94589,74637,80337
94590,102031,9722
94591,124990,22704
94592,35504,94365
94593,6291,101969
94594,60976,66705
94595,132055,29208
94596,59853,73044
94597,113507,97537
94598,134250,90619
94599,72874,13119
94600,7957,97510
94601,113771,16371
94602,25460,1221
94603,22096,101803
94604,104295,44586
94605,126626,109374
94606,99203,74517
94607,68592,55928
94608,14766,92675
94609,99721,105259
94610,598,36901
94611,38196,5348
94612,143388,143794
94613,106624,110957
94614,13845,72899
94615,140397,43076
94616,108244,23456
94617,70497,34655
94618,15061,54114
94619,88368,107254
94620,14567,134797
94621,54547,11538
94622,44278,21456
94623,144545,52973
94624,5119,79616
94625,6502,15624
94626,111509,59723
94627,42734,134102
94628,942,60569
94629,143082,116923
94630,26247,111592
94631,7146,97116
94632,61227,47073
94633,108645,143744
94634,44410,96027
94635,87384,68404
94636,85331,45960
94637,53363,141082
94638,105964,144784
94639,127923,120018
94640,40451,28817
94641,132472,110508
94642,114263,70875
94643,16270,107220
94644,144229,52519
94645,15348,32570
94646,15141,83602
94647,126294,37221
94648,101972,73224
94649,73738,110649
94650,60609,134011
94651,142513,111842
94652,23476,27758
94653,14118,31704
94654,38751,84939
94655,120490,45519
94656,30974,43604
94657,87940,113202
94658,79142,2335
94659,120295,68368
94660,111505,84828
94661,87727,5581
94662,126688,79721
94663,3317,42352
94664,77553,113711
94665,38628,62073
94666,71228,17605
94667,116316,41196
94668,72464,15387
94669,606,58088
94670,102920,82829
94671,120064,132488
94672,131933,5870
94673,56839,69393
94674,143232,129722
94675,97082,44501
94676,123758,49243
94677,87193,61389
94678,61106,35149
94679,89645,114913
94680,42941,106021
94681,11132,50916
94682,139101,111254
94683,27699,138188
94684,64453,17974
94685,87417,39712
94686,45264,62655
94687,110636,116066
94688,3362,59183
94689,140318,34037
94690,34159,120174
94691,58678,54356
94692,114692,2661
94693,62548,85978
94694,128764,137059
94695,71968,16622
94696,55359,52104
94697,14670,6906
94698,107111,126931
94699,144911,84039
94700,11433,46658
94701,107527,91150
94702,108180,117939
94703,100343,105674
94704,49699,88541
94705,123227,95268
94706,7461,113457
94707,92155,64640
94708,92164,20997
94709,119743,31818
94710,116696,41633
94711,5686,136316
94712,16840,133873
94713,107870,103367
94714,41521,42895
94715,56729,72619
94716,28140,26327
94717,70086,94004
94718,9150,126992
94719,78651,125971
94720,122012,6060
94721,42273,92110
94722,54328,142634
94723,6708,70217
94724,18371,124107
94725,58535,119647
94726,101691,19996
94727,41589,11942
94728,144615,9237
94729,59640,136384
94730,74775,70453
94731,32457,69094
94732,120409,129168
94733,77752,44586
94734,36432,305
94735,16292,133506
94736,14666,25603
94737,130224,1350
94738,74757,18580
94739,72882,99703
94740,86685,98539
94741,117357,88625
94742,17613,94373
94743,78086,53454
94744,26370,69786
94745,15924,48737
94746,58489,143455
94747,31480,90083
94748,112281,62018
94749,100370,8381
94750,64673,116218
94751,136280,43197
94752,27335,141204
94753,120003,93226
94754,50054,26697
94755,94697,111827
94756,122476,90536
94757,60839,95890
94758,6760,40342
94759,75933,14823
94760,15749,73917
94761,22877,44627
94762,139219,3801
94763,41335,116225
94764,62734,75759
94765,12773,137355
94766,66077,139000
94767,56291,13695
94768,29400,75381
94769,49114,103005
94770,79328,114390
94771,23177,132531
94772,30565,76624
94773,67651,37178
94774,9924,78332
94775,124315,141946
94776,132186,87071
94777,1413,99528
94778,63382,92474
94779,124611,100144
94780,30654,10532
94781,77825,142685
94782,42109,78678
94783,83661,74924
94784,81129,80776
94785,36798,23250
94786,43085,78486
94787,118688,105726
94788,24224,1354
94789,56159,931
94790,18010,13264
94791,135088,64888
94792,116541,100284
94793,20953,7628
94794,46371,41542
94795,54894,118695
94796,61910,67854
94797,101086,33383
94798,66062,134387
94799,38109,45907
94800,41072,95945
94801,133702,52805
94802,14072,5247
94803,16125,124815
94804,76115,18361
94805,134964,16746
94806,25185,29908
94807,61508,46241
94808,87334,66661
94809,65465,52184
94810,123484,49966
94811,59409,67490
94812,8784,31627
94813,20711,32316
94814,11101,135691
94815,84747,106567
94816,50654,21378
94817,89352,17090
94818,138786,49967
94819,48018,75971
94820,17572,70622
94821,87403,26137
94822,25699,51378
94823,101852,141101
94824,47287,88106
94825,110736,12618
94826,3957,46704
94827,550,100009
94828,76765,110753
94829,141705,37444
94830,51706,65397
94831,7514,121504
94832,78659,3612
94833,66188,61635
94834,31324,20754
94835,101409,120065
94836,82765,4867
94837,22432,1686
94838,15672,127141
94839,16633,114619
94840,90261,91733
94841,8422,10111
94842,12984,99140
94843,15338,86971
94844,141162,139953
94845,44316,48380
94846,27917,143889
94847,133965,23099
94848,115681,85339
94849,19026,107487
94850,35948,430
94851,20895,133826
94852,64892,42118
94853,50912,78000
94854,116453,81312
94855,123628,122401
94856,89388,43986
94857,80282,3019
94858,9411,65740
94859,117443,90897
94860,43939,133291
94861,71133,42438
94862,116761,9307
94863,139329,16755
94864,92324,97364
94865,73124,55282
94866,67181,113055
94867,47667,955
94868,60607,133004
94869,80559,112892
94870,93182,33884
94871,133226,7306
94872,9625,60469
94873,30528,133037
94874,106357,38320
94875,83285,49676
94876,45832,57346
94877,124392,99160
94878,38670,126304
94879,1572,35262
94880,93139,17212
94881,138536,46680
94882,96713,108097
94883,26515,133972
94884,65107,94255
94885,46491,140105
94886,126835,25068
94887,108399,140128
94888,40121,24942
94889,131961,9379
94890,71394,75342
94891,11273,32830
94892,66463,127409
94893,74349,9789
94894,6633,88103
94895,86874,144276
94896,50622,49525
94897,7400,7545
94898,108398,69277
94899,45883,99265
94900,44302,91223
94901,119510,52648
94902,120821,48010
94903,119235,95623
94904,50414,4622
94905,17011,75477
94906,40648,127668
94907,66512,41984
94908,115530,65680
94909,50585,100518
94910,61504,97998
94911,128379,68058
94912,57596,8613
94913,11835,72081
94914,33486,3884
94915,66727,129268
94916,76508,124727
94917,67,91135
94918,108972,12687
94919,22780,22689
94920,53993,77362
94921,32945,125271
94922,73770,143922
94923,32622,86565
94924,126688,79698
94925,60605,1410
94926,72256,97501
94927,84834,27219
94928,131318,67734
94929,99669,79800
94930,85120,142887
94931,60459,144743
94932,122456,32064
94933,85032,44855
94934,49559,50174
94935,48676,55736
94936,131244,131119
94937,80941,105667
94938,74163,16520
94939,63820,23297
94940,97628,65147
94941,17492,80341
94942,111097,63541
94943,3649,33958
94944,138576,128073
94945,29645,27414
94946,58889,114075
94947,82228,72739
94948,112664,80864
94949,26571,105825
94950,17351,28440
94951,37009,43656
94952,140057,4322
94953,138627,43098
94954,34326,112757
94955,93411,4348
94956,44529,29552
94957,135697,44903
94958,144180,60659
94959,116239,144326
94960,120662,145175
94961,36873,48511
94962,143726,78164
94963,82815,45102
94964,76737,18874
94965,23546,125966
94966,9874,28656
94967,132133,64591
94968,117014,76826
94969,15346,57190
94970,10431,135728
94971,94355,3367
94972,127410,56949
94973,26759,79002
94974,90443,93671
94975,71858,48027
94976,40808,32035
94977,123655,34011
94978,19822,61644
94979,10652,139498
94980,14799,380
94981,139835,25585
94982,55514,135755
94983,129969,15527
94984,52748,7705
94985,108909,58476
94986,37621,119289
94987,70747,12386
94988,40624,55605
94989,135155,14579
94990,132868,38465
94991,49000,36276
94992,21200,90775
94993,134375,68612
94994,84461,127668
94995,132625,19786
94996,115902,104166
94997,68913,9155
94998,33799,63985
94999,118558,59776
95000,55088,118891
95001,58080,20530
95002,38868,7997
95003,91365,89494
95004,145098,87110
95005,136439,12363
95006,107805,120610
95007,27266,114512
95008,103920,50171
95009,20002,27427
95010,141257,70182
95011,58152,68083
95012,110815,1878
95013,77278,101524
95014,111911,103461
95015,76382,74465
95016,135317,34897
95017,42410,131068
95018,41743,63766
95019,15023,13818
95020,88138,118686
95021,52009,7656
95022,88379,51576
95023,111696,69169
95024,140004,77396
95025,27693,117579
95026,35429,112331
95027,93070,90503
95028,96865,32211
95029,125142,17055
95030,123990,29753
95031,67759,126891
95032,24739,127187
95033,112232,71028
95034,141031,124116
95035,68277,17222
95036,96132,127481
95037,138896,82059
95038,31588,39707
95039,142232,33393
95040,67042,917
95041,128294,44012
95042,51341,97980
95043,102157,93865
95044,22936,128277
95045,127039,58868
95046,76753,125579
95047,43942,35117
95048,87827,56160
95049,62455,63139
95050,78935,98333
95051,55739,58641
95052,66078,21268
95053,53107,49149
95054,13031,116065
95055,143904,49368
95056,119392,17554
95057,21113,107347
95058,72703,79557
95059,23824,39703
95060,113347,131146
95061,1330,98656
95062,133284,24886
95063,134523,132619
95064,117424,123200
95065,11264,34915
95066,48247,8999
95067,66050,55916
95068,41392,16340
95069,139296,50169
95070,119925,42479
95071,58213,41832
95072,72988,43396
95073,114899,67543
95074,69722,102766
95075,438,98302
95076,98250,27266
95077,65728,4139
95078,66150,74535
95079,114377,94211
95080,21337,129490
95081,48165,98778
95082,45429,102733
95083,18419,84212
95084,94688,95764
95085,76149,78035
95086,99732,87811
95087,90257,61594
95088,143907,97617
95089,140960,109443
95090,73045,17501
95091,141421,131406
95092,93989,131966
95093,456,66092
95094,43288,103024
95095,4269,68217
95096,49003,45768
95097,98104,61339
95098,63188,91833
95099,144065,6196
95100,60067,48041
95101,26550,59910
95102,141600,34059
95103,68245,45527
95104,12138,131257
95105,134687,2941
95106,3369,25156
95107,112495,18545
95108,11959,17145
95109,128561,96257
95110,35982,14920
95111,25681,104501
95112,42516,119475
95113,136630,51156
95114,144752,90738
95115,36556,54424
95116,41802,94702
95117,48995,132788
95118,26778,123358
95119,124126,92016
95120,90049,122192
95121,63488,107695
95122,73589,48922
95123,100818,77778
95124,104412,71065
95125,52600,69325
95126,119096,99461
95127,107334,77141
95128,47443,72551
95129,78774,131592
95130,13917,83640
95131,70583,87836
95132,921,95988
95133,112981,10344
95134,44240,139784
95135,74690,28714
95136,16554,19976
95137,34814,122416
95138,81543,54270
95139,110332,48046
95140,67003,11550
95141,70425,17209
95142,47010,124885
95143,21512,63875
95144,130763,1321
95145,20321,20321
95146,3004,20426
95147,110109,36541
95148,32170,88412
95149,10203,112365
95150,61439,15856
95151,14055,50127
95152,27091,49835
95153,34652,122978
95154,143588,23036
95155,85207,88535
95156,43418,635
95157,87064,130096
95158,24364,74118
95159,11213,62433
95160,92157,90476
95161,55984,21353
95162,64845,63518
95163,58065,93835
95164,54243,100390
95165,46560,99637
95166,55941,134701
95167,79676,22386
95168,28886,33174
95169,144193,128925
95170,76929,56968
95171,144436,87888
95172,121752,85824
95173,8633,69553
95174,117684,85575
95175,96756,34439
95176,5091,2905
95177,54390,129339
95178,139384,56139
95179,29468,120307
95180,17596,127435
95181,95197,483
95182,60979,31826
95183,5777,48814
95184,138260,10634
95185,117059,61440
95186,16082,67973
95187,26817,87759
95188,35141,96667
95189,86532,77534
95190,36540,123849
95191,72332,103978
95192,107515,89022
95193,79772,133320
95194,59676,3031
95195,23492,75546
95196,94310,17980
95197,56075,34152
95198,16357,47252
95199,51797,79895
95200,56395,57383
95201,63602,125467
95202,106060,57429
95203,12850,5125
95204,67281,72060
95205,137173,84760
95206,26595,50048
95207,15504,130698
95208,31832,89060
95209,118604,56067
95210,65427,10246
95211,32679,101963
95212,78075,134679
95213,63316,59616
95214,51624,2480
95215,83571,31565
95216,8585,43588
95217,133732,73068
95218,20068,81552
95219,58111,81691
95220,86967,140696
95221,33220,8633
95222,139965,86996
95223,131591,13490
95224,87497,120855
95225,25333,94108
95226,43179,96682
95227,109869,117429
95228,38799,91994
95229,68629,207
95230,37089,67831
95231,27763,121514
95232,43249,119209
95233,79571,134252
95234,121038,29068
95235,101614,23452
95236,51468,103921
95237,137507,57400
95238,48349,99333
95239,90443,112827
95240,142657,95004
95241,105129,5099
95242,140520,15258
95243,102199,61084
95244,85370,64601
95245,142369,18933
95246,103466,109178
95247,48293,38931
95248,11141,103247
95249,6299,127844
95250,132985,33518
95251,26065,22416
95252,80346,98875
95253,53260,62830
95254,110145,132269
95255,73780,143640
95256,27447,105210
95257,127567,137997
95258,79985,113755
95259,56733,49630
95260,60631,30294
95261,2849,113217
95262,37088,105649
95263,35148,15489
95264,127572,87611
95265,28683,95916
95266,128139,61963
95267,39513,98832
95268,60872,41071
95269,8320,75112
95270,92682,41178
95271,133563,4592
95272,85569,130259
95273,39147,134403
95274,10471,142509
95275,127697,118602
95276,114023,133360
95277,126414,34648
95278,73265,5363
95279,83297,50707
95280,3982,125010
95281,135438,74209
95282,25054,75696
95283,16624,96278
95284,355,37642
95285,18706,83128
95286,14579,44402
95287,102679,89032
95288,72575,54606
95289,41475,131750
95290,129579,100461
95291,83137,34121
95292,36023,109830
95293,103773,72553
95294,123677,8299
95295,74857,56078
95296,65883,105816
95297,21691,32846
95298,48059,120192
95299,35845,8472
95300,91477,82638
95301,13543,101906
95302,116721,73676
95303,52908,143053
95304,91356,93394
95305,96771,65830
95306,121155,71921
95307,78079,94642
95308,50855,70853
95309,111774,77954
95310,7195,109920
95311,7474,77164
95312,77098,126957
95313,127999,11792
95314,18738,89554
95315,108466,42542
95316,90505,57121
95317,58008,120602
95318,104268,43045
95319,24235,71776
95320,2903,84722
95321,88894,99743
95322,9431,34889
95323,135624,1622
95324,31332,882
95325,16422,55926
95326,65009,59349
95327,110820,51004
95328,124537,93800
95329,4922,28792
95330,33060,33060
95331,94632,112159
95332,116453,31867
95333,41389,103019
95334,35238,61476
95335,113526,141778
95336,99168,54887
95337,26402,66563
95338,84995,3655
95339,51819,19993
95340,81623,132449
95341,122070,42275
95342,62705,23538
95343,15854,108642
95344,49100,113684
95345,87379,77013
95346,7430,103083
95347,11996,77622
95348,112757,100005
95349,10996,67221
95350,6622,114857
95351,49086,98414
95352,35974,138725
95353,66007,103483
95354,42653,43060
95355,52195,45811
95356,43191,34848
95357,68653,127267
95358,28860,91431
95359,5540,68957
95360,124373,111668
95361,104693,28228
95362,61130,136442
95363,49514,74742
95364,135208,70897
95365,11262,2589
95366,141367,135995
95367,61875,57968
95368,71359,26803
95369,90366,132812
95370,97648,101418
95371,27859,87785
95372,26744,141568
95373,107728,86223
95374,64368,128025
95375,135404,35347
95376,101224,55958
95377,144349,75851
95378,36936,51187
95379,36427,99308
95380,7409,142800
95381,10048,14875
95382,137813,4260
95383,16858,8487
95384,59216,106808
95385,138726,118156
95386,42644,82312
95387,81330,16892
95388,128288,142145
95389,50742,50686
95390,38280,21209
95391,50610,31237
95392,305,45312
95393,104121,112926
95394,38256,135636
95395,71745,30424
95396,76931,135821
95397,118303,22960
95398,36868,77776
95399,67368,37226
95400,17166,52431
95401,62045,68967
95402,41577,67868
95403,67508,52589
95404,96089,54165
95405,68443,42496
95406,59429,29838
95407,143377,110034
95408,118043,132920
95409,134981,103353
95410,29890,76140
95411,98636,34003
95412,16962,107759
95413,18412,120948
95414,4347,57650
95415,59363,77267
95416,27861,68019
95417,19551,31056
95418,13818,118996
95419,30510,115747
95420,119435,57845
95421,125846,143772
95422,34052,57029
95423,63110,112874
95424,39072,89841
95425,62542,44762
95426,107678,47631
95427,67863,97147
95428,127514,7787
95429,15632,32153
95430,37871,73525
95431,68116,138122
95432,97573,59768
95433,38565,140724
95434,87137,74579
95435,11131,58293
95436,17188,117403
95437,6923,57941
95438,123620,121478
95439,105479,34203
95440,2905,141257
95441,60118,44731
95442,38393,129315
95443,36208,81594
95444,73703,137286
95445,91156,74113
95446,24448,130936
95447,17118,37908
95448,89524,141723
95449,75592,51153
95450,2954,93979
95451,41018,129803
95452,100520,39183
95453,15527,76764
95454,17959,120279
95455,140822,62515
95456,70619,48745
95457,48670,18067
95458,68258,5885
95459,104844,94856
95460,132837,26760
95461,40360,132843
95462,101020,1861
95463,80253,50811
95464,12838,112208
95465,74478,139193
95466,118725,66291
95467,27010,95467
95468,67404,124333
95469,94179,22355
95470,2463,63419
95471,93438,27285
95472,121860,123669
95473,67852,24512
95474,136756,87046
95475,53120,25059
95476,130396,20337
95477,130028,85642
95478,108353,52532
95479,21115,10346
95480,3519,24262
95481,30864,38450
95482,54267,108026
95483,122208,68570
95484,101735,78242
95485,81703,108946
95486,62893,131998
95487,14426,113899
95488,43819,108773
95489,75961,123835
95490,2596,136799
95491,142234,38103
95492,82189,59510
95493,120449,53752
95494,114489,121598
95495,49130,5704
95496,142534,56339
95497,21810,132305
95498,125661,76611
95499,6853,105245
95500,24451,29286
95501,103830,127529
95502,110343,3453
95503,69776,23233
95504,138312,64653
95505,59662,31710
95506,52013,121168
95507,124450,76403
95508,131479,110247
95509,122204,71872
95510,24648,132849
95511,107933,10386
95512,67149,44287
95513,74796,46956
95514,139421,17020
95515,80311,96373
95516,82258,117413
95517,57340,73826
95518,15070,78094
95519,2355,27313
95520,26626,34826
95521,97596,84527
95522,115194,9086
95523,5069,130481
95524,32920,61399
95525,140532,13940
95526,104444,126556
95527,30867,69585
95528,13331,102089
95529,17206,126219
95530,112725,85644
95531,1774,97239
95532,19077,80997
95533,60732,77053
95534,54539,33055
95535,81381,81381
95536,98657,10104
95537,37910,78955
95538,136987,127021
95539,124734,88566
95540,7852,69057
95541,77622,141888
95542,39396,109248
95543,126631,99035
95544,129139,68948
95545,57036,143303
95546,75058,5495
95547,51451,12807
95548,101598,108106
95549,88865,60504
95550,56352,28127
95551,17514,113387
95552,125411,77752
95553,82891,109090
95554,3168,57049
95555,137044,121735
95556,25899,18068
95557,77626,75223
95558,23296,8215
95559,128457,60732
95560,138145,98240
95561,136692,117256
95562,3820,94655
95563,136468,54686
95564,13476,116312
95565,27430,66472
95566,126543,42322
95567,28115,66232
95568,81795,41733
95569,10010,105551
95570,75510,41690
95571,2428,88824
95572,90617,100469
95573,85477,31065
95574,20399,95035
95575,78571,69989
95576,26690,27002
95577,27524,126275
95578,117491,141339
95579,42198,75907
95580,75900,131316
95581,104972,82007
95582,90605,66746
95583,95079,58283
95584,94928,11981
95585,78014,102577
95586,130998,85913
95587,113377,110896
95588,111977,36257
95589,54874,109151
