cust,prod,day,month,year,state,quant,date
Emily,Cherry,13,10,2019,PA,692,10/13/19
Emily,Apple,1,4,2017,PA,720,4/1/17
Emily,Jellies,16,12,2020,CT,685,12/16/20
Emily,Cherry,14,10,2019,CT,55,10/14/19
Emily,Eggs,25,2,2019,NY,320,2/25/19
Emily,Butter,26,12,2017,PA,483,12/26/17
Emily,Ham,11,12,2020,NY,389,12/11/20
Emily,Dates,22,12,2016,NJ,132,12/22/16
Emily,Dates,13,4,2016,NJ,171,4/13/16
Emily,Butter,11,12,2016,NJ,296,12/11/16
Emily,Apple,20,8,2016,NY,32,8/20/16
Emily,Cherry,29,3,2017,NJ,217,3/29/17
Emily,Ham,13,7,2016,CT,597,7/13/16
Emily,Apple,16,4,2020,PA,937,4/16/20
Emily,Apple,8,12,2019,NY,194,12/8/19
Emily,Eggs,12,2,2019,CT,525,2/12/19
Emily,Apple,30,1,2016,PA,379,1/30/16
Emily,Ham,8,10,2017,PA,993,10/8/17
Emily,Cherry,26,10,2019,NJ,917,10/26/19
Emily,Apple,14,5,2018,PA,933,5/14/18
Emily,Cherry,29,7,2020,PA,480,7/29/20
Emily,Apple,4,2,2020,PA,926,2/4/20
Emily,Ice,4,5,2018,PA,797,5/4/18
Emily,Jellies,7,5,2018,NJ,577,5/7/18
Emily,Eggs,16,3,2020,PA,533,3/16/20
Emily,Grapes,21,4,2018,NY,789,4/21/18
Emily,Fish,30,11,2020,NY,397,11/30/20
Emily,Ice,13,7,2017,NJ,506,7/13/17
Emily,Butter,4,3,2017,NY,629,3/4/17
Emily,Cherry,28,11,2018,NJ,459,11/28/18
Emily,Jellies,13,5,2020,NY,302,5/13/20
Emily,Eggs,30,6,2018,NJ,154,6/30/18
Emily,Dates,8,4,2020,PA,899,4/8/20
Emily,Ham,2,9,2018,PA,880,9/2/18
Emily,Grapes,31,7,2019,PA,764,7/31/19
Emily,Ham,12,2,2020,NJ,88,2/12/20
Emily,Fish,3,8,2018,NJ,38,8/3/18
Emily,Ice,2,4,2018,PA,599,4/2/18
Emily,Butter,7,11,2018,PA,543,11/7/18
Emily,Eggs,10,11,2018,PA,625,11/10/18
Emily,Grapes,7,3,2018,PA,472,3/7/18
Emily,Dates,22,1,2020,NJ,761,1/22/20
Emily,Cherry,5,9,2019,PA,733,9/5/19
Emily,Eggs,23,6,2018,NJ,601,6/23/18
Emily,Cherry,11,2,2019,NJ,85,2/11/19
Emily,Ham,25,4,2018,NY,823,4/25/18
Emily,Grapes,26,8,2017,CT,389,8/26/17
Emily,Eggs,9,5,2016,NY,235,5/9/16
Emily,Grapes,3,2,2016,NY,246,2/3/16
Emily,Grapes,4,2,2018,PA,449,2/4/18
Emily,Cherry,7,1,2020,PA,172,1/7/20
Emily,Eggs,1,2,2017,PA,344,2/1/17
Emily,Jellies,3,4,2019,CT,181,4/3/19
Emily,Ice,22,5,2016,NJ,476,5/22/16
Emily,Apple,27,11,2019,CT,874,11/27/19
Emily,Jellies,3,11,2020,NJ,340,11/3/20
Emily,Ham,10,5,2019,CT,751,5/10/19
Emily,Butter,12,10,2016,NJ,450,10/12/16
Emily,Butter,24,12,2018,NY,458,12/24/18
Emily,Eggs,28,10,2018,CT,198,10/28/18
Emily,Cherry,14,1,2020,CT,702,1/14/20
Emily,Fish,25,12,2018,NY,162,12/25/18
Emily,Eggs,28,9,2018,PA,715,9/28/18
Emily,Dates,30,9,2016,NJ,771,9/30/16
Emily,Fish,4,2,2016,NY,599,2/4/16
Emily,Grapes,24,6,2016,NY,269,6/24/16
Emily,Fish,8,2,2018,CT,926,2/8/18
Emily,Ice,24,1,2017,NY,560,1/24/17
Emily,Cherry,15,4,2020,NY,160,4/15/20
Emily,Grapes,27,4,2017,NJ,678,4/27/17
Emily,Butter,29,6,2019,NJ,784,6/29/19
Emily,Fish,25,10,2020,NY,917,10/25/20
Emily,Butter,23,11,2020,CT,367,11/23/20
Emily,Butter,1,6,2016,CT,362,6/1/16
Emily,Dates,20,12,2018,CT,369,12/20/18
Emily,Apple,22,4,2019,CT,46,4/22/19
Emily,Eggs,5,8,2018,NY,689,8/5/18
Emily,Butter,9,6,2019,NY,487,6/9/19
Emily,Eggs,31,3,2018,CT,443,3/31/18
Emily,Jellies,16,6,2018,PA,253,6/16/18
Emily,Butter,9,4,2020,NY,251,4/9/20
Emily,Cherry,7,2,2019,PA,658,2/7/19
Emily,Dates,14,3,2016,NJ,301,3/14/16
Emily,Butter,8,8,2016,NJ,742,8/8/16
Emily,Dates,30,11,2017,NY,203,11/30/17
Emily,Jellies,1,1,2019,PA,132,1/1/19
Emily,Dates,1,2,2019,NY,283,2/1/19
Emily,Fish,14,8,2017,NJ,192,8/14/17
Emily,Dates,5,7,2018,CT,463,7/5/18
Emily,Grapes,28,9,2018,PA,722,9/28/18
Emily,Cherry,11,10,2019,NY,870,10/11/19
Emily,Dates,1,7,2017,PA,420,7/1/17
Emily,Butter,26,11,2017,NJ,448,11/26/17
Emily,Dates,7,12,2019,NJ,404,12/7/19
Emily,Fish,8,5,2020,PA,117,5/8/20
Emily,Cherry,25,4,2016,CT,532,4/25/16
Emily,Butter,1,12,2020,PA,756,12/1/20
Emily,Ham,2,3,2018,NY,858,3/2/18
Emily,Butter,18,6,2018,CT,732,6/18/18
Emily,Eggs,17,9,2020,NY,62,9/17/20
Emily,Eggs,22,9,2016,NJ,325,9/22/16
Emily,Grapes,16,9,2019,PA,897,9/16/19
Emily,Fish,17,8,2017,PA,875,8/17/17
Emily,Cherry,14,3,2016,CT,697,3/14/16
Emily,Butter,18,3,2016,NJ,2,3/18/16
Emily,Cherry,28,7,2020,PA,955,7/28/20
Emily,Fish,22,4,2019,NJ,125,4/22/19
Emily,Ham,18,10,2020,NJ,605,10/18/20
Emily,Ham,21,8,2018,NY,326,8/21/18
Emily,Butter,29,12,2019,NY,510,12/29/19
Emily,Ice,17,7,2019,NJ,143,7/17/19
Emily,Ham,8,10,2016,CT,107,10/8/16
Emily,Ham,14,9,2018,PA,765,9/14/18
Emily,Grapes,11,11,2019,PA,561,11/11/19
Emily,Dates,8,3,2018,NY,296,3/8/18
Emily,Eggs,1,6,2019,NJ,478,6/1/19
Emily,Butter,8,3,2017,CT,740,3/8/17
Emily,Ham,30,11,2017,CT,388,11/30/17
Emily,Ice,16,2,2017,NY,733,2/16/17
Emily,Ice,17,6,2016,NJ,779,6/17/16
Emily,Fish,8,10,2017,NY,973,10/8/17
Emily,Grapes,21,6,2017,PA,682,6/21/17
Emily,Fish,7,6,2017,PA,911,6/7/17
Emily,Butter,13,2,2016,PA,283,2/13/16
Emily,Eggs,29,10,2017,NY,468,10/29/17
Emily,Butter,27,12,2017,PA,828,12/27/17
Emily,Apple,14,6,2019,NJ,248,6/14/19
Emily,Jellies,15,10,2018,PA,904,10/15/18
Emily,Dates,15,11,2017,CT,881,11/15/17
Emily,Ham,17,5,2019,CT,52,5/17/19
Emily,Dates,10,12,2020,NY,22,12/10/20
Emily,Grapes,2,1,2016,NY,906,1/2/16
Emily,Ice,3,10,2019,PA,654,10/3/19
Emily,Dates,6,1,2019,PA,952,1/6/19
Emily,Apple,20,11,2018,CT,132,11/20/18
Emily,Ham,17,8,2020,NY,720,8/17/20
Emily,Apple,20,6,2019,PA,505,6/20/19
Emily,Butter,29,5,2019,CT,522,5/29/19
Emily,Dates,14,10,2020,NY,454,10/14/20
Emily,Ice,13,11,2016,NJ,950,11/13/16
Emily,Ice,3,1,2017,PA,524,1/3/17
Emily,Apple,24,4,2016,NY,792,4/24/16
Emily,Fish,20,6,2017,CT,851,6/20/17
Emily,Apple,12,1,2020,CT,90,1/12/20
Emily,Fish,12,8,2017,CT,580,8/12/17
Emily,Ham,15,2,2016,NJ,433,2/15/16
Emily,Grapes,1,12,2018,PA,708,12/1/18
Emily,Jellies,27,7,2020,NJ,572,7/27/20
Emily,Apple,18,1,2020,NJ,126,1/18/20
Emily,Cherry,5,1,2018,CT,693,1/5/18
Emily,Dates,7,7,2020,CT,866,7/7/20
Emily,Cherry,3,12,2019,NJ,964,12/3/19
Emily,Ham,19,7,2017,PA,897,7/19/17
Emily,Ice,7,11,2018,CT,610,11/7/18
Emily,Eggs,14,3,2017,NY,882,3/14/17
Emily,Dates,21,5,2018,PA,52,5/21/18
Emily,Grapes,14,10,2020,PA,452,10/14/20
Emily,Ice,30,10,2016,CT,984,10/30/16
Emily,Apple,27,6,2016,CT,459,6/27/16
Emily,Apple,29,8,2017,NJ,789,8/29/17
Emily,Dates,23,5,2019,CT,696,5/23/19
Emily,Dates,8,10,2019,PA,223,10/8/19
Emily,Butter,5,2,2020,NY,628,2/5/20
Emily,Butter,9,5,2018,NY,242,5/9/18
Emily,Cherry,5,1,2020,NY,598,1/5/20
Emily,Ham,3,5,2016,CT,73,5/3/16
Emily,Eggs,4,12,2019,NJ,660,12/4/19
Emily,Jellies,13,5,2018,NY,606,5/13/18
Emily,Ham,30,11,2020,CT,723,11/30/20
Emily,Fish,2,4,2017,CT,120,4/2/17
Emily,Cherry,14,10,2019,PA,43,10/14/19
Emily,Cherry,5,4,2018,NJ,542,4/5/18
Emily,Grapes,2,3,2016,CT,581,3/2/16
Emily,Jellies,21,1,2018,NY,76,1/21/18
Emily,Ham,8,6,2020,NY,969,6/8/20
Emily,Eggs,25,3,2018,PA,981,3/25/18
Emily,Dates,30,4,2018,CT,161,4/30/18
Emily,Apple,20,4,2018,NJ,621,4/20/18
Emily,Jellies,19,12,2020,NJ,54,12/19/20
Emily,Ham,26,7,2017,CT,179,7/26/17
Emily,Fish,10,5,2020,NY,248,5/10/20
Emily,Ham,14,5,2020,NJ,390,5/14/20
Emily,Butter,18,4,2020,NJ,130,4/18/20
Emily,Jellies,24,9,2018,NY,225,9/24/18
Emily,Fish,5,7,2016,CT,185,7/5/16
Emily,Ice,30,10,2016,PA,40,10/30/16
Emily,Ham,25,9,2018,PA,364,9/25/18
Emily,Grapes,18,8,2020,PA,714,8/18/20
Emily,Butter,22,8,2018,CT,965,8/22/18
Emily,Dates,10,7,2018,CT,178,7/10/18
Emily,Cherry,11,5,2016,NJ,708,5/11/16
Emily,Jellies,17,11,2018,NJ,209,11/17/18
Emily,Jellies,12,2,2018,NJ,154,2/12/18
Emily,Eggs,12,1,2020,NY,187,1/12/20
Emily,Dates,25,10,2017,NY,445,10/25/17
Emily,Fish,25,8,2017,PA,477,8/25/17
Emily,Ice,19,6,2018,NY,143,6/19/18
Emily,Ice,26,4,2018,CT,391,4/26/18
Emily,Apple,6,3,2019,CT,393,3/6/19
Emily,Dates,20,1,2018,PA,526,1/20/18
Emily,Eggs,22,9,2020,NJ,15,9/22/20
Emily,Jellies,28,6,2019,NJ,50,6/28/19
Emily,Fish,6,9,2020,CT,193,9/6/20
Emily,Ice,13,1,2020,CT,468,1/13/20
Emily,Ice,30,6,2016,NJ,555,6/30/16
Emily,Ice,29,4,2016,PA,422,4/29/16
Emily,Grapes,30,8,2018,NJ,742,8/30/18
Emily,Jellies,2,1,2019,PA,251,1/2/19
Emily,Dates,9,5,2019,PA,39,5/9/19
Emily,Apple,7,6,2018,NJ,734,6/7/18
Emily,Ham,16,10,2020,NJ,256,10/16/20
Emily,Eggs,2,11,2018,CT,579,11/2/18
Emily,Ham,15,6,2016,PA,700,6/15/16
Emily,Dates,4,1,2016,NY,885,1/4/16
Emily,Fish,2,2,2016,CT,328,2/2/16
Emily,Eggs,4,11,2019,PA,367,11/4/19
Emily,Dates,8,10,2019,CT,369,10/8/19
Emily,Eggs,25,8,2018,CT,765,8/25/18
Emily,Grapes,25,8,2018,CT,160,8/25/18
Emily,Ice,3,1,2020,PA,887,1/3/20
Emily,Fish,27,7,2020,NJ,504,7/27/20
Emily,Dates,25,4,2017,PA,333,4/25/17
Emily,Ham,1,11,2020,CT,443,11/1/20
Emily,Ham,14,4,2016,NY,978,4/14/16
Emily,Apple,8,3,2017,NY,710,3/8/17
Emily,Cherry,16,2,2018,CT,412,2/16/18
Emily,Grapes,1,5,2016,NJ,894,5/1/16
Emily,Jellies,31,3,2016,CT,339,3/31/16
Emily,Eggs,7,1,2018,NY,116,1/7/18
Emily,Jellies,9,8,2019,CT,747,8/9/19
Emily,Grapes,6,2,2019,NJ,928,2/6/19
Emily,Jellies,4,8,2016,NJ,156,8/4/16
Emily,Jellies,11,3,2016,PA,131,3/11/16
Emily,Cherry,30,1,2018,CT,410,1/30/18
Emily,Ice,31,10,2019,NJ,407,10/31/19
Emily,Jellies,15,6,2018,NY,842,6/15/18
Emily,Ham,2,2,2019,NY,5,2/2/19
Emily,Butter,5,11,2016,CT,42,11/5/16
Emily,Apple,22,10,2017,CT,74,10/22/17
Emily,Ham,25,4,2016,NY,960,4/25/16
Emily,Fish,24,12,2018,NJ,229,12/24/18
Emily,Grapes,3,6,2020,CT,194,6/3/20
Emily,Cherry,10,3,2017,NJ,35,3/10/17
Emily,Jellies,8,12,2016,CT,214,12/8/16
Emily,Ice,30,10,2018,PA,561,10/30/18
Emily,Grapes,24,8,2018,NY,978,8/24/18
Emily,Jellies,29,3,2016,CT,348,3/29/16
Emily,Fish,27,12,2019,NY,130,12/27/19
Emily,Butter,13,10,2016,NY,921,10/13/16
Emily,Fish,8,1,2016,CT,202,1/8/16
Emily,Dates,16,2,2020,CT,90,2/16/20
Emily,Fish,21,12,2018,NJ,49,12/21/18
Emily,Butter,14,9,2016,PA,397,9/14/16
Emily,Eggs,29,4,2018,NJ,66,4/29/18
Emily,Apple,28,4,2020,NJ,546,4/28/20
Emily,Apple,10,9,2016,PA,811,9/10/16
Emily,Ice,1,10,2016,CT,133,10/1/16
Emily,Dates,22,2,2018,CT,161,2/22/18
Emily,Cherry,15,6,2020,NJ,572,6/15/20
Emily,Ham,30,4,2019,NJ,439,4/30/19
Emily,Dates,20,1,2016,NY,124,1/20/16
Emily,Cherry,22,1,2017,NJ,509,1/22/17
Emily,Ham,3,2,2017,NJ,917,2/3/17
Emily,Dates,15,10,2017,NJ,901,10/15/17
Emily,Grapes,14,11,2018,CT,857,11/14/18
Emily,Butter,3,7,2020,CT,583,7/3/20
Emily,Grapes,16,10,2019,NY,331,10/16/19
Emily,Eggs,20,11,2020,NY,323,11/20/20
Emily,Eggs,25,6,2020,CT,449,6/25/20
Emily,Fish,11,2,2017,CT,683,2/11/17
Emily,Jellies,1,8,2017,NY,597,8/1/17
Emily,Butter,28,10,2017,PA,570,10/28/17
Emily,Jellies,11,5,2020,CT,196,5/11/20
Emily,Apple,2,12,2019,PA,125,12/2/19
Emily,Apple,16,5,2016,CT,503,5/16/16
Emily,Butter,10,5,2016,NY,753,5/10/16
Emily,Cherry,16,11,2020,NY,54,11/16/20
Emily,Fish,20,10,2018,NJ,623,10/20/18
Emily,Apple,21,2,2018,NJ,485,2/21/18
Emily,Eggs,23,9,2017,NY,686,9/23/17
Emily,Cherry,22,10,2019,NY,771,10/22/19
Emily,Cherry,5,9,2020,PA,54,9/5/20
Emily,Ice,18,2,2016,NY,816,2/18/16
Emily,Grapes,12,8,2019,PA,5,8/12/19
Emily,Cherry,9,6,2018,PA,279,6/9/18
Emily,Ham,16,11,2020,NJ,257,11/16/20
Emily,Fish,4,9,2020,PA,435,9/4/20
Emily,Fish,5,12,2020,NJ,194,12/5/20
Emily,Ham,8,3,2016,PA,123,3/8/16
Emily,Dates,28,11,2019,CT,667,11/28/19
Emily,Jellies,8,1,2018,NY,654,1/8/18
Emily,Butter,15,3,2020,NY,884,3/15/20
Emily,Ham,17,11,2017,CT,795,11/17/17
Emily,Dates,18,3,2020,CT,401,3/18/20
Emily,Fish,27,3,2017,PA,309,3/27/17
Emily,Ice,4,6,2016,PA,702,6/4/16
Emily,Eggs,30,7,2020,PA,858,7/30/20
Emily,Dates,11,7,2018,NY,816,7/11/18
Emily,Cherry,17,10,2019,NY,573,10/17/19
Emily,Eggs,1,8,2020,CT,425,8/1/20
Emily,Eggs,20,5,2020,CT,704,5/20/20
Emily,Apple,10,2,2020,PA,788,2/10/20
Emily,Apple,3,6,2020,NY,748,6/3/20
Emily,Dates,5,1,2018,NJ,512,1/5/18
Emily,Eggs,18,12,2018,CT,550,12/18/18
Emily,Apple,29,11,2016,PA,917,11/29/16
Emily,Eggs,19,12,2020,NY,74,12/19/20
Emily,Fish,15,5,2017,NY,510,5/15/17
Emily,Eggs,25,7,2016,NJ,410,7/25/16
Emily,Cherry,16,7,2018,PA,47,7/16/18
Emily,Apple,6,6,2017,NY,591,6/6/17
Emily,Dates,23,9,2019,NY,467,9/23/19
Emily,Fish,26,3,2019,PA,739,3/26/19
Emily,Eggs,27,7,2020,NY,859,7/27/20
Emily,Cherry,21,10,2017,PA,667,10/21/17
Emily,Ham,7,11,2016,PA,959,11/7/16
Emily,Fish,10,11,2020,NJ,286,11/10/20
Emily,Ham,25,10,2020,NJ,41,10/25/20
Emily,Butter,17,8,2017,PA,991,8/17/17
Emily,Butter,9,1,2020,CT,27,1/9/20
Emily,Apple,18,5,2017,NY,605,5/18/17
Emily,Apple,12,9,2016,NY,444,9/12/16
Emily,Fish,29,12,2017,NY,432,12/29/17
Emily,Ham,13,5,2016,NY,661,5/13/16
Emily,Grapes,5,3,2016,PA,302,3/5/16
Emily,Ham,21,4,2020,NJ,802,4/21/20
Emily,Eggs,10,3,2016,NY,107,3/10/16
Emily,Butter,4,8,2016,CT,529,8/4/16
Emily,Ice,2,4,2018,PA,323,4/2/18
Emily,Ice,11,8,2016,NY,819,8/11/16
Emily,Butter,13,1,2016,NY,950,1/13/16
Emily,Ice,31,10,2020,PA,81,10/31/20
Emily,Eggs,21,3,2019,CT,704,3/21/19
Emily,Jellies,15,4,2016,NJ,994,4/15/16
Emily,Cherry,29,11,2018,NY,550,11/29/18
Emily,Jellies,17,11,2017,CT,638,11/17/17
Emily,Grapes,26,2,2019,CT,13,2/26/19
Emily,Apple,25,3,2019,PA,230,3/25/19
Emily,Grapes,1,3,2016,NY,842,3/1/16
Emily,Ice,14,8,2016,NJ,247,8/14/16
Emily,Dates,8,12,2020,NY,770,12/8/20
Emily,Jellies,27,3,2016,NY,140,3/27/16
Emily,Eggs,7,6,2018,PA,315,6/7/18
Emily,Eggs,25,1,2019,NY,77,1/25/19
Emily,Butter,20,8,2020,NY,336,8/20/20
Emily,Eggs,24,7,2017,CT,166,7/24/17
Emily,Grapes,9,10,2016,NY,877,10/9/16
Emily,Ham,10,7,2016,CT,439,7/10/16
Emily,Ice,28,8,2020,NY,165,8/28/20
Emily,Eggs,18,10,2016,CT,319,10/18/16
Emily,Grapes,24,8,2018,NJ,57,8/24/18
Emily,Jellies,3,11,2018,NJ,221,11/3/18
Emily,Eggs,18,5,2017,NY,976,5/18/17
Emily,Dates,1,6,2016,CT,287,6/1/16
Emily,Eggs,14,3,2017,PA,531,3/14/17
Emily,Jellies,7,6,2016,NY,115,6/7/16
Emily,Dates,15,11,2019,NY,696,11/15/19
Emily,Ham,12,1,2018,NJ,936,1/12/18
Emily,Ham,25,11,2017,NJ,19,11/25/17
Emily,Cherry,4,6,2017,NY,703,6/4/17
Emily,Apple,20,1,2018,NY,80,1/20/18
Emily,Eggs,17,6,2020,CT,610,6/17/20
Emily,Fish,9,7,2019,NY,572,7/9/19
Emily,Fish,26,9,2019,PA,191,9/26/19
Emily,Cherry,18,11,2018,NJ,594,11/18/18
Emily,Cherry,23,1,2020,PA,642,1/23/20
Emily,Eggs,19,11,2020,CT,503,11/19/20
Emily,Grapes,11,8,2020,CT,174,8/11/20
Emily,Ham,21,1,2016,NJ,26,1/21/16
Emily,Ham,15,10,2020,PA,695,10/15/20
Emily,Fish,9,10,2020,NY,872,10/9/20
Emily,Ice,25,12,2017,NY,195,12/25/17
Emily,Dates,28,8,2016,CT,317,8/28/16
Emily,Jellies,22,5,2018,NY,93,5/22/18
Emily,Jellies,3,6,2016,PA,189,6/3/16
Emily,Fish,29,4,2020,NJ,321,4/29/20
Emily,Fish,8,2,2018,NY,786,2/8/18
Emily,Jellies,16,6,2016,CT,925,6/16/16
Emily,Cherry,2,2,2019,NJ,633,2/2/19
Emily,Eggs,17,9,2019,PA,189,9/17/19
Emily,Fish,11,5,2019,PA,472,5/11/19
Emily,Ham,13,4,2016,CT,682,4/13/16
Emily,Cherry,20,1,2019,PA,483,1/20/19
Emily,Ice,12,10,2018,NY,141,10/12/18
Emily,Apple,3,2,2019,NY,760,2/3/19
Emily,Eggs,24,9,2017,CT,963,9/24/17
Emily,Eggs,18,11,2018,NJ,42,11/18/18
Emily,Apple,16,9,2017,PA,641,9/16/17
Emily,Jellies,23,12,2020,NY,827,12/23/20
Emily,Butter,14,12,2020,CT,718,12/14/20
Emily,Jellies,29,7,2020,CT,118,7/29/20
Emily,Cherry,19,6,2017,CT,203,6/19/17
Emily,Apple,24,6,2019,CT,969,6/24/19
Emily,Dates,24,6,2016,NJ,901,6/24/16
Emily,Apple,1,12,2016,NJ,455,12/1/16
Emily,Apple,23,11,2019,CT,139,11/23/19
Emily,Ham,19,7,2019,NJ,898,7/19/19
Emily,Fish,19,10,2020,PA,111,10/19/20
Emily,Eggs,24,9,2019,NJ,421,9/24/19
Emily,Butter,8,4,2019,NY,847,4/8/19
Emily,Dates,23,2,2020,PA,899,2/23/20
Emily,Ham,13,4,2019,PA,387,4/13/19
Emily,Eggs,8,11,2017,NJ,368,11/8/17
Emily,Dates,11,6,2016,NY,624,6/11/16
Emily,Cherry,24,3,2019,PA,327,3/24/19
Emily,Dates,2,6,2016,NY,315,6/2/16
Emily,Apple,3,10,2018,CT,463,10/3/18
Emily,Apple,17,4,2019,NJ,403,4/17/19
Emily,Butter,13,12,2019,NJ,803,12/13/19
Emily,Grapes,28,10,2017,NJ,188,10/28/17
Emily,Eggs,16,9,2017,NY,314,9/16/17
Emily,Apple,2,2,2016,NY,392,2/2/16
Emily,Ice,24,8,2020,PA,473,8/24/20
Emily,Jellies,15,7,2020,CT,120,7/15/20
Emily,Dates,7,4,2018,NJ,337,4/7/18
Emily,Dates,18,8,2018,NJ,13,8/18/18
Emily,Ham,20,7,2018,PA,217,7/20/18
Emily,Ham,23,1,2018,PA,186,1/23/18
Emily,Ice,23,2,2019,CT,27,2/23/19
Emily,Eggs,6,5,2018,NJ,765,5/6/18
Emily,Dates,13,5,2017,CT,827,5/13/17
Emily,Dates,20,6,2017,NY,995,6/20/17
Emily,Cherry,28,11,2018,CT,163,11/28/18
Emily,Grapes,10,8,2017,CT,59,8/10/17
Emily,Grapes,17,12,2018,CT,18,12/17/18
Emily,Jellies,23,5,2018,CT,378,5/23/18
Emily,Ice,16,6,2016,NJ,4,6/16/16
Emily,Eggs,19,7,2016,NY,961,7/19/16
Emily,Apple,30,1,2017,PA,385,1/30/17
Emily,Jellies,14,12,2017,PA,339,12/14/17
Emily,Jellies,10,12,2016,PA,521,12/10/16
Emily,Fish,23,6,2016,CT,58,6/23/16
Emily,Apple,24,10,2020,NY,231,10/24/20
Emily,Cherry,13,4,2017,NJ,459,4/13/17
Emily,Grapes,1,10,2020,NJ,625,10/1/20
Emily,Dates,18,7,2017,NJ,743,7/18/17
Emily,Eggs,4,5,2017,NJ,788,5/4/17
Emily,Ham,15,11,2020,PA,695,11/15/20
Emily,Ham,3,3,2018,NJ,703,3/3/18
Emily,Butter,23,1,2018,NY,948,1/23/18
Emily,Dates,8,5,2020,NJ,390,5/8/20
Emily,Grapes,20,12,2020,CT,403,12/20/20
Emily,Ice,27,2,2020,NJ,525,2/27/20
Emily,Apple,3,10,2019,NJ,714,10/3/19
Emily,Jellies,16,12,2020,PA,125,12/16/20
Emily,Fish,25,8,2018,PA,581,8/25/18
Emily,Eggs,22,4,2017,PA,416,4/22/17
Emily,Ham,12,2,2017,PA,153,2/12/17
Emily,Fish,14,8,2018,NJ,890,8/14/18
Emily,Apple,15,8,2019,CT,99,8/15/19
Emily,Jellies,28,12,2020,CT,411,12/28/20
Emily,Cherry,30,7,2019,PA,17,7/30/19
Emily,Grapes,9,8,2018,NY,464,8/9/18
Emily,Apple,11,2,2017,NY,679,2/11/17
Emily,Ice,27,10,2017,NY,152,10/27/17
Emily,Apple,15,8,2019,CT,76,8/15/19
Emily,Apple,21,4,2016,NY,328,4/21/16
Emily,Ham,24,3,2018,PA,860,3/24/18
Emily,Fish,14,2,2020,NY,361,2/14/20
Emily,Eggs,14,4,2018,NJ,557,4/14/18
Emily,Cherry,24,9,2017,PA,69,9/24/17
Emily,Ice,24,8,2020,NY,5,8/24/20
Emily,Jellies,5,8,2018,PA,961,8/5/18
Emily,Grapes,17,3,2019,CT,757,3/17/19
Emily,Fish,25,3,2019,NJ,982,3/25/19
Emily,Grapes,18,9,2018,NY,614,9/18/18
Emily,Butter,13,11,2020,NY,777,11/13/20
Emily,Eggs,26,5,2017,PA,120,5/26/17
Emily,Ham,14,6,2017,PA,412,6/14/17
Emily,Grapes,7,8,2019,NJ,7,8/7/19
Emily,Jellies,27,9,2018,NJ,561,9/27/18
Emily,Dates,15,10,2017,NJ,55,10/15/17
Emily,Eggs,29,10,2019,PA,564,10/29/19
Emily,Apple,13,4,2020,NY,151,4/13/20
Emily,Cherry,24,3,2019,PA,295,3/24/19
Emily,Eggs,11,1,2019,CT,903,1/11/19
Emily,Apple,7,3,2019,CT,259,3/7/19
Emily,Jellies,26,8,2018,NY,412,8/26/18
Emily,Eggs,9,7,2018,CT,237,7/9/18
Emily,Butter,15,11,2017,CT,341,11/15/17
Emily,Butter,15,9,2019,PA,26,9/15/19
Emily,Ice,22,7,2020,NJ,290,7/22/20
Emily,Apple,19,8,2018,CT,863,8/19/18
Emily,Cherry,28,10,2018,NJ,558,10/28/18
Emily,Dates,27,4,2016,NY,771,4/27/16
Emily,Butter,19,1,2020,NJ,682,1/19/20
Emily,Apple,27,11,2019,CT,363,11/27/19
Emily,Fish,30,8,2016,NY,714,8/30/16
Emily,Eggs,9,11,2016,NJ,263,11/9/16
Emily,Fish,28,12,2018,NY,293,12/28/18
Emily,Ham,2,6,2020,NJ,942,6/2/20
Emily,Cherry,12,7,2020,NY,475,7/12/20
Emily,Ham,1,11,2018,CT,684,11/1/18
Emily,Cherry,6,1,2020,NY,878,1/6/20
Emily,Ham,17,3,2018,CT,407,3/17/18
Emily,Butter,25,4,2017,CT,481,4/25/17
Emily,Ham,18,5,2018,CT,207,5/18/18
Emily,Ice,23,8,2018,NJ,871,8/23/18
Emily,Jellies,21,7,2019,NY,564,7/21/19
Emily,Jellies,26,2,2018,NJ,181,2/26/18
Emily,Ham,16,1,2017,CT,92,1/16/17
Emily,Eggs,21,12,2018,PA,677,12/21/18
Emily,Dates,10,12,2017,NJ,599,12/10/17
Emily,Eggs,23,11,2020,CT,874,11/23/20
Emily,Cherry,3,9,2017,CT,346,9/3/17
Emily,Apple,11,3,2017,CT,462,3/11/17
Emily,Fish,6,1,2018,NJ,65,1/6/18
Emily,Grapes,18,11,2019,NY,385,11/18/19
Emily,Grapes,9,9,2016,PA,119,9/9/16
Emily,Grapes,8,4,2018,CT,493,4/8/18
Emily,Cherry,10,3,2016,CT,928,3/10/16
Emily,Dates,25,6,2020,NY,558,6/25/20
Emily,Ice,8,1,2020,PA,446,1/8/20
Emily,Ice,26,10,2016,PA,339,10/26/16
Emily,Eggs,6,12,2020,NY,30,12/6/20
Emily,Jellies,1,10,2018,PA,603,10/1/18
Emily,Ham,14,10,2017,PA,943,10/14/17
Emily,Fish,21,8,2018,CT,400,8/21/18
Emily,Cherry,19,4,2016,PA,125,4/19/16
Emily,Butter,5,12,2020,NY,850,12/5/20
Emily,Butter,12,3,2016,NJ,560,3/12/16
Emily,Ice,2,12,2020,NJ,116,12/2/20
Emily,Grapes,22,6,2019,NJ,428,6/22/19
Emily,Cherry,31,8,2018,NY,923,8/31/18
